road_user_type,sex,age_group,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Car drivers,All,60 to 69,"5,759","5,336","5,311","4,888","4,778","4,662","3,198","3,768","4,152","4,197",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Car drivers,All,70 to 79,"3,351","3,254","3,289","3,171","3,331","3,185","2,057","2,339","2,807","2,885",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Car drivers,All,80 and over,"1,980","1,939","1,987","1,890","1,954","1,864","1,202","1,430","1,672","1,686",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Car drivers,All,All ages,"78,683","76,402","74,589","68,290","64,600","61,797","45,357","49,781","51,623","50,383",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Car passengers,Male,Under 16,"3,401","3,254","3,383","3,165","2,820","2,620","1,661","1,987","2,184","2,221",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Car passengers,Male,16,330,324,279,267,235,203,174,172,222,241,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Car passengers,Male,17 to 20,"2,622","2,478","2,210","2,072","1,813","1,777","1,299","1,354","1,639","1,606",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Car passengers,Male,21 to 24,"1,947","1,868","1,755","1,467","1,339","1,170",899,981,966,968,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Car passengers,Male,25 to 29,"1,627","1,443","1,501","1,416","1,168","1,096",853,845,824,789,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Car passengers,Male,30 to 39,"1,756","1,705","1,641","1,493","1,454","1,422","1,076","1,068","1,061","1,084",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Car passengers,Male,40 to 49,"1,124",992,"1,068",924,816,755,494,572,617,601,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Car passengers,Male,50 to 59,820,755,740,659,654,597,394,418,491,468,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Car passengers,Male,60 to 69,496,440,417,371,352,346,204,246,302,353,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Car passengers,Male,70 to 79,296,320,261,255,298,237,126,157,209,211,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Car passengers,Male,80 and over,209,202,214,179,203,196,80,134,158,181,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Car passengers,Male,All ages,"14,973","14,162","13,841","12,587","11,697","10,811","7,557","8,231","9,006","8,971",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Car passengers,Female,Under 16,"3,823","3,742","3,737","3,551","3,174","3,040","1,868","2,216","2,324","2,351",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Car passengers,Female,16,504,463,447,392,357,344,235,236,258,279,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Car passengers,Female,17 to 20,"2,845","2,696","2,515","2,391","2,062","1,866","1,449","1,532","1,682","1,633",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Car passengers,Female,21 to 24,"2,113","2,007","1,924","1,698","1,469","1,335","1,063","1,138","1,091",987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Car passengers,Female,25 to 29,"1,913","1,864","1,852","1,723","1,554","1,378",956,"1,025","1,103","1,070",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Car passengers,Female,30 to 39,"2,524","2,491","2,470","2,353","2,130","2,033","1,375","1,528","1,649","1,579",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Car passengers,Female,40 to 49,"2,197","2,083","1,969","1,790","1,613","1,436",891,"1,095","1,117","1,162",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Car passengers,Female,50 to 59,"1,949","1,922","1,870","1,810","1,651","1,466","1,035","1,139","1,221","1,171",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Car passengers,Female,60 to 69,"1,624","1,560","1,488","1,298","1,207","1,121",660,774,"1,002",960,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Car passengers,Female,70 to 79,"1,190","1,176","1,143","1,095","1,105","1,022",583,665,876,842,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Car passengers,Female,80 and over,724,659,741,671,685,610,353,421,503,503,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Car passengers,Female,All ages,"21,874","21,100","20,609","19,203","17,678","16,156","10,827","12,189","13,283","12,891",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Car passengers,All,Under 16,"7,224","7,001","7,122","6,716","5,995","5,693","3,558","4,230","4,539","4,617",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Car passengers,All,16,834,787,726,659,592,547,409,409,482,524,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Car passengers,All,17 to 20,"5,467","5,176","4,725","4,463","3,875","3,649","2,753","2,889","3,327","3,247",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Car passengers,All,21 to 24,"4,060","3,876","3,679","3,165","2,808","2,508","1,964","2,122","2,061","1,959",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Car passengers,All,25 to 29,"3,540","3,307","3,354","3,139","2,722","2,498","1,815","1,876","1,931","1,861",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Car passengers,All,30 to 39,"4,280","4,196","4,111","3,847","3,584","3,458","2,482","2,620","2,721","2,684",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Car passengers,All,40 to 49,"3,321","3,075","3,037","2,714","2,429","2,195","1,387","1,671","1,738","1,768",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Car passengers,All,50 to 59,"2,769","2,678","2,610","2,470","2,305","2,065","1,431","1,565","1,715","1,640",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Car passengers,All,60 to 69,"2,120","2,001","1,905","1,669","1,559","1,467",866,"1,022","1,305","1,318",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Car passengers,All,70 to 79,"1,486","1,496","1,404","1,350","1,403","1,259",710,823,"1,086","1,055",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Car passengers,All,80 and over,933,861,955,850,888,806,433,555,663,688,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Car passengers,All,All ages,"36,847","35,276","34,457","31,792","29,379","27,534","18,898","20,974","22,756","22,443",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bus or coach drivers,Male,Under 16,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bus or coach drivers,Male,16,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bus or coach drivers,Male,17 to 20,2,0,2,1,3,2,0,1,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bus or coach drivers,Male,21 to 24,12,8,7,12,6,5,3,5,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bus or coach drivers,Male,25 to 29,27,28,28,25,17,20,11,7,9,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bus or coach drivers,Male,30 to 39,84,76,71,64,54,50,35,33,44,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bus or coach drivers,Male,40 to 49,93,102,70,78,69,59,42,39,46,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bus or coach drivers,Male,50 to 59,111,103,89,77,61,82,51,43,56,52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bus or coach drivers,Male,60 to 69,39,33,42,34,34,27,28,26,26,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bus or coach drivers,Male,70 to 79,4,2,2,3,5,5,2,5,6,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bus or coach drivers,Male,80 and over,0,0,0,0,0,1,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bus or coach drivers,Male,All ages,381,354,314,296,253,251,173,164,193,178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bus or coach drivers,Female,Under 16,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bus or coach drivers,Female,16,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bus or coach drivers,Female,17 to 20,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bus or coach drivers,Female,21 to 24,1,0,3,0,0,0,1,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bus or coach drivers,Female,25 to 29,5,0,3,1,4,3,1,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bus or coach drivers,Female,30 to 39,8,12,8,5,10,6,9,6,8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bus or coach drivers,Female,40 to 49,14,21,12,18,14,8,9,6,4,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bus or coach drivers,Female,50 to 59,6,10,7,10,10,7,6,9,11,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bus or coach drivers,Female,60 to 69,2,1,1,2,2,4,3,4,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bus or coach drivers,Female,70 to 79,0,0,0,0,0,1,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bus or coach drivers,Female,80 and over,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bus or coach drivers,Female,All ages,37,44,35,36,40,29,30,27,25,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bus or coach drivers,All,Under 16,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bus or coach drivers,All,16,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bus or coach drivers,All,17 to 20,3,0,2,1,3,2,0,1,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bus or coach drivers,All,21 to 24,13,8,10,12,6,5,4,5,6,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bus or coach drivers,All,25 to 29,32,28,31,26,21,23,12,8,10,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bus or coach drivers,All,30 to 39,92,88,79,69,64,56,44,40,53,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bus or coach drivers,All,40 to 49,107,123,82,96,83,67,51,45,50,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bus or coach drivers,All,50 to 59,117,113,97,87,71,89,57,52,67,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bus or coach drivers,All,60 to 69,41,34,43,36,36,31,31,30,27,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bus or coach drivers,All,70 to 79,4,2,2,3,5,6,3,5,6,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bus or coach drivers,All,80 and over,0,0,0,0,0,1,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bus or coach drivers,All,All ages,418,398,350,332,293,280,203,193,220,201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bus or coach passengers,Male,Under 16,357,262,276,294,274,179,100,110,136,138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bus or coach passengers,Male,16,25,22,19,15,14,9,5,4,2,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bus or coach passengers,Male,17 to 20,99,51,46,33,38,26,21,20,14,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bus or coach passengers,Male,21 to 24,62,36,36,45,22,25,8,14,21,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bus or coach passengers,Male,25 to 29,69,45,50,48,58,31,13,17,24,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bus or coach passengers,Male,30 to 39,138,129,109,112,100,80,44,42,50,89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bus or coach passengers,Male,40 to 49,131,132,113,120,92,69,40,43,60,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bus or coach passengers,Male,50 to 59,140,128,139,125,145,91,49,66,66,74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bus or coach passengers,Male,60 to 69,152,152,147,140,128,83,49,51,70,82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bus or coach passengers,Male,70 to 79,148,150,137,121,141,113,28,50,71,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bus or coach passengers,Male,80 and over,116,120,101,101,86,81,31,46,64,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bus or coach passengers,Male,All ages,"1,546","1,315","1,239","1,213","1,161",860,421,505,631,755,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bus or coach passengers,Female,Under 16,376,361,331,366,303,219,99,115,147,158,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bus or coach passengers,Female,16,23,34,20,31,17,17,11,10,7,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bus or coach passengers,Female,17 to 20,124,121,98,94,68,61,33,31,34,59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bus or coach passengers,Female,21 to 24,117,88,88,91,74,52,28,29,29,51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bus or coach passengers,Female,25 to 29,142,121,130,122,99,70,35,39,49,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bus or coach passengers,Female,30 to 39,290,280,246,286,243,205,93,91,131,116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bus or coach passengers,Female,40 to 49,308,291,290,257,256,187,104,126,138,169,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bus or coach passengers,Female,50 to 59,367,331,322,370,346,238,141,151,154,200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bus or coach passengers,Female,60 to 69,434,414,352,338,256,249,99,155,181,198,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bus or coach passengers,Female,70 to 79,428,384,331,325,319,276,86,112,172,181,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bus or coach passengers,Female,80 and over,382,299,271,279,257,216,67,99,123,122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bus or coach passengers,Female,All ages,"3,234","2,913","2,656","2,691","2,345","1,943",874,"1,051","1,262","1,427",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bus or coach passengers,All,Under 16,733,623,607,660,579,398,199,226,283,296,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bus or coach passengers,All,16,48,56,39,46,31,26,16,14,9,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bus or coach passengers,All,17 to 20,223,172,144,127,106,87,54,52,48,82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bus or coach passengers,All,21 to 24,179,124,124,136,96,77,36,43,50,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bus or coach passengers,All,25 to 29,211,166,180,170,157,101,48,56,73,96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bus or coach passengers,All,30 to 39,428,409,355,398,343,285,138,133,182,206,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bus or coach passengers,All,40 to 49,439,423,403,377,348,256,144,170,198,239,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bus or coach passengers,All,50 to 59,507,459,461,495,491,329,190,217,220,274,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bus or coach passengers,All,60 to 69,586,566,499,478,384,332,148,206,251,280,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bus or coach passengers,All,70 to 79,576,534,468,446,460,389,114,162,243,256,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bus or coach passengers,All,80 and over,498,419,372,380,343,297,98,145,187,177,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bus or coach passengers,All,All ages,"4,780","4,228","3,896","3,904","3,508","2,805","1,303","1,569","1,914","2,198",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Light goods vehicle drivers,Male,Under 16,0,0,0,0,0,0,0,0,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Light goods vehicle drivers,Male,16,0,1,1,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Light goods vehicle drivers,Male,17 to 20,98,101,91,77,62,71,58,55,82,74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Light goods vehicle drivers,Male,21 to 24,274,271,260,237,194,183,178,192,216,194,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Light goods vehicle drivers,Male,25 to 29,539,521,478,440,437,403,307,394,356,321,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Light goods vehicle drivers,Male,30 to 39,835,842,840,774,796,831,682,818,787,791,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Light goods vehicle drivers,Male,40 to 49,854,788,720,663,594,633,476,583,623,535,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Light goods vehicle drivers,Male,50 to 59,585,609,606,556,550,577,443,582,538,531,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Light goods vehicle drivers,Male,60 to 69,239,218,206,224,195,230,227,218,243,267,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Light goods vehicle drivers,Male,70 to 79,33,47,31,42,41,52,39,53,48,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Light goods vehicle drivers,Male,80 and over,7,5,5,8,4,4,1,9,10,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Light goods vehicle drivers,Male,All ages,"3,494","3,445","3,261","3,037","2,896","3,010","2,431","2,919","2,928","2,786",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Light goods vehicle drivers,Female,Under 16,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Light goods vehicle drivers,Female,16,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Light goods vehicle drivers,Female,17 to 20,8,9,9,4,4,2,5,1,4,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Light goods vehicle drivers,Female,21 to 24,21,21,12,20,18,17,16,16,17,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Light goods vehicle drivers,Female,25 to 29,31,40,37,28,31,34,22,27,30,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Light goods vehicle drivers,Female,30 to 39,63,45,56,43,54,49,53,54,57,66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Light goods vehicle drivers,Female,40 to 49,56,72,55,62,46,41,30,52,59,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Light goods vehicle drivers,Female,50 to 59,56,49,60,50,38,43,35,38,45,54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Light goods vehicle drivers,Female,60 to 69,18,16,17,6,19,18,9,14,12,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Light goods vehicle drivers,Female,70 to 79,5,2,4,4,5,1,4,6,6,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Light goods vehicle drivers,Female,80 and over,0,0,1,1,3,1,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Light goods vehicle drivers,Female,All ages,260,256,254,218,218,207,176,211,234,229,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Light goods vehicle drivers,All,Under 16,0,0,0,0,0,0,0,0,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Light goods vehicle drivers,All,16,0,1,1,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Light goods vehicle drivers,All,17 to 20,106,110,100,81,66,73,63,56,86,82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Light goods vehicle drivers,All,21 to 24,295,293,272,257,212,200,195,208,233,211,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Light goods vehicle drivers,All,25 to 29,570,561,515,468,468,438,329,421,387,340,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Light goods vehicle drivers,All,30 to 39,898,887,896,817,850,882,735,876,846,860,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Light goods vehicle drivers,All,40 to 49,910,860,775,725,640,675,506,636,682,579,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Light goods vehicle drivers,All,50 to 59,641,658,666,606,588,621,478,621,583,585,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Light goods vehicle drivers,All,60 to 69,257,234,223,230,214,248,237,232,256,284,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Light goods vehicle drivers,All,70 to 79,38,49,35,46,46,53,43,59,54,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Light goods vehicle drivers,All,80 and over,7,5,6,9,7,5,1,9,10,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Light goods vehicle drivers,All,All ages,"3,754","3,702","3,516","3,255","3,115","3,226","2,610","3,141","3,167","3,022",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Light goods vehicle passengers,Male,Under 16,58,37,39,49,38,48,20,36,45,52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Light goods vehicle passengers,Male,16,13,9,4,4,5,10,8,5,10,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Light goods vehicle passengers,Male,17 to 20,90,83,56,75,60,55,56,59,69,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Light goods vehicle passengers,Male,21 to 24,132,119,98,81,56,77,50,64,62,64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Light goods vehicle passengers,Male,25 to 29,136,141,115,121,99,87,78,70,73,74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Light goods vehicle passengers,Male,30 to 39,178,180,159,153,138,120,83,137,139,126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Light goods vehicle passengers,Male,40 to 49,106,88,81,80,60,74,72,62,56,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Light goods vehicle passengers,Male,50 to 59,62,69,73,62,51,69,33,43,44,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Light goods vehicle passengers,Male,60 to 69,25,21,16,16,16,26,13,16,22,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Light goods vehicle passengers,Male,70 to 79,7,7,5,6,6,5,3,4,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Light goods vehicle passengers,Male,80 and over,3,1,2,1,2,1,1,0,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Light goods vehicle passengers,Male,All ages,835,771,672,659,559,586,426,507,543,517,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Light goods vehicle passengers,Female,Under 16,42,33,34,24,32,32,24,43,39,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Light goods vehicle passengers,Female,16,8,8,6,7,5,2,1,3,6,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Light goods vehicle passengers,Female,17 to 20,33,23,29,22,28,19,17,18,21,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Light goods vehicle passengers,Female,21 to 24,28,30,37,27,25,23,11,31,28,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Light goods vehicle passengers,Female,25 to 29,35,34,30,25,33,28,12,25,32,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Light goods vehicle passengers,Female,30 to 39,44,47,40,42,42,39,36,41,42,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Light goods vehicle passengers,Female,40 to 49,47,47,39,45,41,30,35,30,27,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Light goods vehicle passengers,Female,50 to 59,46,33,23,32,35,32,27,27,33,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Light goods vehicle passengers,Female,60 to 69,22,19,13,19,18,22,11,15,8,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Light goods vehicle passengers,Female,70 to 79,6,8,7,5,6,4,5,11,14,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Light goods vehicle passengers,Female,80 and over,5,5,6,5,0,4,5,2,2,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Light goods vehicle passengers,Female,All ages,324,291,276,260,270,246,186,256,266,261,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Light goods vehicle passengers,All,Under 16,100,71,73,73,71,81,44,80,85,95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Light goods vehicle passengers,All,16,21,17,10,11,10,12,9,8,16,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Light goods vehicle passengers,All,17 to 20,123,106,85,97,88,74,73,77,91,82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Light goods vehicle passengers,All,21 to 24,160,149,135,108,81,100,62,95,90,86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Light goods vehicle passengers,All,25 to 29,171,175,145,146,132,116,90,95,105,105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Light goods vehicle passengers,All,30 to 39,222,227,199,195,180,161,119,178,181,168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Light goods vehicle passengers,All,40 to 49,153,135,120,125,101,104,107,93,83,83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Light goods vehicle passengers,All,50 to 59,108,102,96,94,86,101,60,70,77,74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Light goods vehicle passengers,All,60 to 69,47,40,29,35,34,48,24,31,30,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Light goods vehicle passengers,All,70 to 79,13,15,12,11,12,9,8,16,19,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Light goods vehicle passengers,All,80 and over,8,6,8,6,2,5,6,2,3,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Light goods vehicle passengers,All,All ages,"1,161","1,064",948,919,830,843,625,772,824,793,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Heavy good vehicles drivers,Male,Under 16,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Heavy good vehicles drivers,Male,16,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
