road_user_type,sex,age_group,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Car passengers,Female,60 to 69,9,8,10,16,19,13,4,2,14,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Car passengers,Female,70 to 79,20,21,21,15,24,23,10,18,24,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Car passengers,Female,80 and over,30,30,31,28,22,37,18,15,27,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Car passengers,Female,All ages,111,109,147,123,127,118,88,92,127,121,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Car passengers,All,Under 16,18,19,26,20,15,8,10,12,20,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Car passengers,All,16,7,7,5,3,3,6,3,3,4,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Car passengers,All,17 to 20,50,35,38,35,35,38,30,35,49,54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Car passengers,All,21 to 24,29,22,32,23,32,17,20,25,28,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Car passengers,All,25 to 29,19,24,24,23,21,18,18,25,14,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Car passengers,All,30 to 39,15,11,24,18,23,19,23,23,23,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Car passengers,All,40 to 49,9,15,18,20,8,14,10,14,11,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Car passengers,All,50 to 59,9,12,15,13,15,10,8,16,10,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Car passengers,All,60 to 69,14,11,14,19,21,20,10,5,21,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Car passengers,All,70 to 79,20,26,28,18,29,29,13,23,32,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Car passengers,All,80 and over,39,38,40,41,29,49,24,19,33,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Car passengers,All,All ages,229,220,264,233,231,228,169,200,245,238,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bus or coach drivers,Male,Under 16,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bus or coach drivers,Male,16,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bus or coach drivers,Male,17 to 20,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bus or coach drivers,Male,21 to 24,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bus or coach drivers,Male,25 to 29,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bus or coach drivers,Male,30 to 39,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bus or coach drivers,Male,40 to 49,0,1,0,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bus or coach drivers,Male,50 to 59,0,0,0,0,0,1,0,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bus or coach drivers,Male,60 to 69,0,0,0,1,1,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bus or coach drivers,Male,70 to 79,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bus or coach drivers,Male,80 and over,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bus or coach drivers,Male,All ages,0,1,0,1,2,2,0,0,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bus or coach drivers,Female,Under 16,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bus or coach drivers,Female,16,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bus or coach drivers,Female,17 to 20,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bus or coach drivers,Female,21 to 24,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bus or coach drivers,Female,25 to 29,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bus or coach drivers,Female,30 to 39,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bus or coach drivers,Female,40 to 49,0,0,0,0,0,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bus or coach drivers,Female,50 to 59,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bus or coach drivers,Female,60 to 69,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bus or coach drivers,Female,70 to 79,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bus or coach drivers,Female,80 and over,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bus or coach drivers,Female,All ages,0,0,0,0,0,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bus or coach drivers,All,Under 16,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bus or coach drivers,All,16,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bus or coach drivers,All,17 to 20,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bus or coach drivers,All,21 to 24,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bus or coach drivers,All,25 to 29,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bus or coach drivers,All,30 to 39,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bus or coach drivers,All,40 to 49,0,1,0,0,1,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bus or coach drivers,All,50 to 59,0,0,0,0,0,1,0,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bus or coach drivers,All,60 to 69,0,0,0,1,1,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bus or coach drivers,All,70 to 79,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bus or coach drivers,All,80 and over,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bus or coach drivers,All,All ages,0,1,0,1,2,2,1,0,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bus or coach passengers,Male,Under 16,0,1,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bus or coach passengers,Male,16,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bus or coach passengers,Male,17 to 20,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bus or coach passengers,Male,21 to 24,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bus or coach passengers,Male,25 to 29,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bus or coach passengers,Male,30 to 39,1,0,1,1,0,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bus or coach passengers,Male,40 to 49,0,0,0,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bus or coach passengers,Male,50 to 59,0,0,1,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bus or coach passengers,Male,60 to 69,0,0,1,0,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bus or coach passengers,Male,70 to 79,1,0,2,1,1,4,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bus or coach passengers,Male,80 and over,2,1,0,2,1,3,0,2,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bus or coach passengers,Male,All ages,5,2,5,4,4,7,1,3,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bus or coach passengers,Female,Under 16,0,0,0,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bus or coach passengers,Female,16,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bus or coach passengers,Female,17 to 20,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bus or coach passengers,Female,21 to 24,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bus or coach passengers,Female,25 to 29,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bus or coach passengers,Female,30 to 39,0,0,0,0,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bus or coach passengers,Female,40 to 49,0,0,1,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bus or coach passengers,Female,50 to 59,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bus or coach passengers,Female,60 to 69,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bus or coach passengers,Female,70 to 79,0,1,0,0,1,0,1,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bus or coach passengers,Female,80 and over,0,1,3,1,1,4,1,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bus or coach passengers,Female,All ages,2,2,4,2,2,5,2,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bus or coach passengers,All,Under 16,0,1,0,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bus or coach passengers,All,16,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bus or coach passengers,All,17 to 20,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bus or coach passengers,All,21 to 24,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bus or coach passengers,All,25 to 29,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bus or coach passengers,All,30 to 39,1,0,1,1,0,1,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bus or coach passengers,All,40 to 49,0,0,1,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bus or coach passengers,All,50 to 59,1,0,1,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bus or coach passengers,All,60 to 69,1,0,1,0,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bus or coach passengers,All,70 to 79,1,1,2,1,2,4,1,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bus or coach passengers,All,80 and over,2,2,3,3,2,7,1,3,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bus or coach passengers,All,All ages,7,4,9,6,6,12,3,5,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Light goods vehicle drivers,Male,Under 16,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Light goods vehicle drivers,Male,16,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Light goods vehicle drivers,Male,17 to 20,0,0,1,2,0,0,0,2,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Light goods vehicle drivers,Male,21 to 24,0,3,2,4,2,1,0,1,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Light goods vehicle drivers,Male,25 to 29,5,3,2,4,2,2,4,7,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Light goods vehicle drivers,Male,30 to 39,5,4,11,8,9,9,4,6,10,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Light goods vehicle drivers,Male,40 to 49,4,7,10,2,7,8,4,6,11,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Light goods vehicle drivers,Male,50 to 59,1,2,8,6,4,7,7,4,1,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Light goods vehicle drivers,Male,60 to 69,2,2,7,3,3,3,9,4,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Light goods vehicle drivers,Male,70 to 79,3,1,0,1,0,4,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Light goods vehicle drivers,Male,80 and over,0,0,0,0,0,0,0,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Light goods vehicle drivers,Male,All ages,20,22,41,30,27,34,28,31,32,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Light goods vehicle drivers,Female,Under 16,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Light goods vehicle drivers,Female,16,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Light goods vehicle drivers,Female,17 to 20,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Light goods vehicle drivers,Female,21 to 24,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Light goods vehicle drivers,Female,25 to 29,0,2,1,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Light goods vehicle drivers,Female,30 to 39,0,0,0,0,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Light goods vehicle drivers,Female,40 to 49,0,1,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Light goods vehicle drivers,Female,50 to 59,1,0,0,0,0,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Light goods vehicle drivers,Female,60 to 69,0,0,0,0,0,0,0,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Light goods vehicle drivers,Female,70 to 79,1,0,0,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Light goods vehicle drivers,Female,80 and over,0,0,0,0,1,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Light goods vehicle drivers,Female,All ages,2,3,1,1,1,2,1,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Light goods vehicle drivers,All,Under 16,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Light goods vehicle drivers,All,16,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Light goods vehicle drivers,All,17 to 20,0,0,1,2,0,0,0,2,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Light goods vehicle drivers,All,21 to 24,0,3,2,4,2,1,0,1,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Light goods vehicle drivers,All,25 to 29,5,5,3,4,2,2,4,7,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Light goods vehicle drivers,All,30 to 39,5,4,11,8,9,10,4,6,10,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Light goods vehicle drivers,All,40 to 49,4,8,10,2,7,8,4,6,11,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Light goods vehicle drivers,All,50 to 59,2,2,8,6,4,7,8,4,1,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Light goods vehicle drivers,All,60 to 69,2,2,7,3,3,3,9,4,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Light goods vehicle drivers,All,70 to 79,4,1,0,2,0,4,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Light goods vehicle drivers,All,80 and over,0,0,0,0,1,1,0,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Light goods vehicle drivers,All,All ages,22,25,42,31,28,36,29,31,33,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Light goods vehicle passengers,Male,Under 16,0,1,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Light goods vehicle passengers,Male,16,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Light goods vehicle passengers,Male,17 to 20,0,0,1,1,1,1,0,3,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Light goods vehicle passengers,Male,21 to 24,1,1,0,3,0,1,1,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Light goods vehicle passengers,Male,25 to 29,4,1,1,1,0,0,3,0,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Light goods vehicle passengers,Male,30 to 39,4,2,3,1,4,1,1,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Light goods vehicle passengers,Male,40 to 49,1,0,0,1,2,1,3,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Light goods vehicle passengers,Male,50 to 59,0,1,0,0,3,0,0,3,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Light goods vehicle passengers,Male,60 to 69,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Light goods vehicle passengers,Male,70 to 79,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Light goods vehicle passengers,Male,80 and over,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Light goods vehicle passengers,Male,All ages,11,6,5,7,10,4,8,10,6,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Light goods vehicle passengers,Female,Under 16,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Light goods vehicle passengers,Female,16,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Light goods vehicle passengers,Female,17 to 20,0,1,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Light goods vehicle passengers,Female,21 to 24,0,0,1,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Light goods vehicle passengers,Female,25 to 29,0,0,0,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Light goods vehicle passengers,Female,30 to 39,0,0,0,0,0,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Light goods vehicle passengers,Female,40 to 49,0,0,0,0,0,1,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Light goods vehicle passengers,Female,50 to 59,0,0,1,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Light goods vehicle passengers,Female,60 to 69,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Light goods vehicle passengers,Female,70 to 79,0,0,0,1,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Light goods vehicle passengers,Female,80 and over,0,0,0,0,0,2,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Light goods vehicle passengers,Female,All ages,0,1,2,3,0,3,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Light goods vehicle passengers,All,Under 16,0,1,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Light goods vehicle passengers,All,16,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Light goods vehicle passengers,All,17 to 20,0,1,1,1,1,1,0,3,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Light goods vehicle passengers,All,21 to 24,1,1,1,4,0,1,1,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Light goods vehicle passengers,All,25 to 29,4,1,1,2,0,0,3,0,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Light goods vehicle passengers,All,30 to 39,4,2,3,1,4,1,1,2,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Light goods vehicle passengers,All,40 to 49,1,0,0,1,2,2,4,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Light goods vehicle passengers,All,50 to 59,0,1,1,0,3,0,0,3,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Light goods vehicle passengers,All,60 to 69,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Light goods vehicle passengers,All,70 to 79,1,0,0,1,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Light goods vehicle passengers,All,80 and over,0,0,0,0,0,2,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Light goods vehicle passengers,All,All ages,11,7,7,10,10,7,9,11,7,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Heavy good vehicles drivers,Male,Under 16,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Heavy good vehicles drivers,Male,16,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Heavy good vehicles drivers,Male,17 to 20,0,0,0,0,0,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Heavy good vehicles drivers,Male,21 to 24,0,1,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Heavy good vehicles drivers,Male,25 to 29,0,2,1,0,0,0,1,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Heavy good vehicles drivers,Male,30 to 39,1,3,0,3,3,3,3,2,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Heavy good vehicles drivers,Male,40 to 49,6,13,9,10,1,3,4,2,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Heavy good vehicles drivers,Male,50 to 59,2,7,4,4,6,6,6,5,11,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Heavy good vehicles drivers,Male,60 to 69,3,1,0,2,1,3,0,5,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Heavy good vehicles drivers,Male,70 to 79,0,1,0,0,2,2,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Heavy good vehicles drivers,Male,80 and over,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Heavy good vehicles drivers,Male,All ages,12,28,14,19,13,17,14,15,23,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Heavy good vehicles drivers,Female,Under 16,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Heavy good vehicles drivers,Female,16,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Heavy good vehicles drivers,Female,17 to 20,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Heavy good vehicles drivers,Female,21 to 24,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Heavy good vehicles drivers,Female,25 to 29,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Heavy good vehicles drivers,Female,30 to 39,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Heavy good vehicles drivers,Female,40 to 49,0,0,0,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Heavy good vehicles drivers,Female,50 to 59,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Heavy good vehicles drivers,Female,60 to 69,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Heavy good vehicles drivers,Female,70 to 79,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Heavy good vehicles drivers,Female,80 and over,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Heavy good vehicles drivers,Female,All ages,1,0,0,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Heavy good vehicles drivers,All,Under 16,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Heavy good vehicles drivers,All,16,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Heavy good vehicles drivers,All,17 to 20,0,0,0,0,0,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Heavy good vehicles drivers,All,21 to 24,0,1,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Heavy good vehicles drivers,All,25 to 29,0,2,1,0,0,0,1,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Heavy good vehicles drivers,All,30 to 39,2,3,0,3,3,3,3,2,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Heavy good vehicles drivers,All,40 to 49,6,13,9,11,1,3,4,2,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Heavy good vehicles drivers,All,50 to 59,2,7,4,4,6,6,6,5,11,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Heavy good vehicles drivers,All,60 to 69,3,1,0,2,1,3,0,5,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
