road_user_type,sex,age_group,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Car passengers,Female,25 to 29,105,116,149,122,151,137,104,134,152,154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Car passengers,Female,30 to 39,136,143,168,204,166,203,148,171,186,184,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Car passengers,Female,40 to 49,126,131,138,143,142,121,67,123,140,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Car passengers,Female,50 to 59,137,131,159,157,169,164,134,154,163,186,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Car passengers,Female,60 to 69,156,146,175,157,164,176,111,134,227,199,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Car passengers,Female,70 to 79,172,165,199,210,225,225,111,158,232,226,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Car passengers,Female,80 and over,158,149,186,161,173,190,101,113,163,181,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Car passengers,Female,All ages,"1,554","1,535","1,807","1,792","1,815","1,911","1,336","1,655","1,969","2,026",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Car passengers,All,Under 16,330,329,393,374,363,457,295,368,421,458,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Car passengers,All,16,70,69,78,58,76,64,56,67,75,89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Car passengers,All,17 to 20,494,495,486,554,519,572,495,566,663,670,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Car passengers,All,21 to 24,305,316,383,372,333,342,271,368,376,344,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Car passengers,All,25 to 29,240,243,313,310,327,306,244,305,313,307,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Car passengers,All,30 to 39,276,287,329,362,336,383,311,369,368,375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Car passengers,All,40 to 49,207,205,230,228,221,229,135,198,227,251,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Car passengers,All,50 to 59,205,184,244,224,240,240,186,220,262,267,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Car passengers,All,60 to 69,205,194,233,199,220,229,154,177,300,257,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Car passengers,All,70 to 79,206,204,247,257,272,275,138,192,277,274,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Car passengers,All,80 and over,194,193,235,204,214,244,124,144,215,230,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Car passengers,All,All ages,"2,766","2,765","3,210","3,180","3,169","3,395","2,443","3,033","3,534","3,569",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bus or coach drivers,Male,Under 16,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bus or coach drivers,Male,16,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bus or coach drivers,Male,17 to 20,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bus or coach drivers,Male,21 to 24,0,2,1,0,0,1,0,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bus or coach drivers,Male,25 to 29,2,1,2,1,1,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bus or coach drivers,Male,30 to 39,3,4,5,3,3,3,1,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bus or coach drivers,Male,40 to 49,5,4,3,4,4,3,3,2,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bus or coach drivers,Male,50 to 59,6,3,4,5,5,8,6,4,5,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bus or coach drivers,Male,60 to 69,4,5,3,3,8,3,0,0,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bus or coach drivers,Male,70 to 79,0,0,0,0,2,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bus or coach drivers,Male,80 and over,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bus or coach drivers,Male,All ages,20,19,18,16,23,18,11,7,18,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bus or coach drivers,Female,Under 16,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bus or coach drivers,Female,16,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bus or coach drivers,Female,17 to 20,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bus or coach drivers,Female,21 to 24,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bus or coach drivers,Female,25 to 29,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bus or coach drivers,Female,30 to 39,0,1,0,0,0,0,0,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bus or coach drivers,Female,40 to 49,0,0,1,0,2,1,1,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bus or coach drivers,Female,50 to 59,0,2,1,0,1,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bus or coach drivers,Female,60 to 69,1,0,0,0,1,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bus or coach drivers,Female,70 to 79,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bus or coach drivers,Female,80 and over,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bus or coach drivers,Female,All ages,1,3,2,0,4,1,1,1,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bus or coach drivers,All,Under 16,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bus or coach drivers,All,16,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bus or coach drivers,All,17 to 20,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bus or coach drivers,All,21 to 24,0,2,1,0,0,1,0,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bus or coach drivers,All,25 to 29,2,1,2,1,1,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bus or coach drivers,All,30 to 39,3,5,5,3,3,3,1,1,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bus or coach drivers,All,40 to 49,5,4,4,4,6,4,4,3,3,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bus or coach drivers,All,50 to 59,6,5,5,5,6,8,6,4,5,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bus or coach drivers,All,60 to 69,5,5,3,3,9,3,0,0,7,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bus or coach drivers,All,70 to 79,0,0,0,0,2,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bus or coach drivers,All,80 and over,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bus or coach drivers,All,All ages,21,22,20,16,27,19,12,8,21,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bus or coach passengers,Male,Under 16,15,7,13,14,15,6,3,9,15,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bus or coach passengers,Male,16,1,1,0,0,1,2,0,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bus or coach passengers,Male,17 to 20,6,2,1,0,2,4,2,4,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bus or coach passengers,Male,21 to 24,0,3,1,2,3,1,2,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bus or coach passengers,Male,25 to 29,2,1,3,3,13,0,2,1,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bus or coach passengers,Male,30 to 39,9,4,4,2,4,7,5,2,3,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bus or coach passengers,Male,40 to 49,4,2,7,10,10,7,5,4,9,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bus or coach passengers,Male,50 to 59,7,8,8,10,19,14,4,13,10,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bus or coach passengers,Male,60 to 69,9,24,16,10,10,12,5,5,12,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bus or coach passengers,Male,70 to 79,11,21,17,17,23,17,7,11,18,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bus or coach passengers,Male,80 and over,20,15,17,15,13,13,10,12,21,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bus or coach passengers,Male,All ages,86,89,91,86,118,85,46,63,98,113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bus or coach passengers,Female,Under 16,11,6,16,12,9,6,9,8,14,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bus or coach passengers,Female,16,0,0,0,1,2,1,0,0,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bus or coach passengers,Female,17 to 20,4,8,5,3,1,8,2,5,1,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bus or coach passengers,Female,21 to 24,6,1,3,4,3,1,2,5,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bus or coach passengers,Female,25 to 29,2,7,2,3,8,2,1,3,2,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bus or coach passengers,Female,30 to 39,9,9,6,15,9,9,6,5,11,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bus or coach passengers,Female,40 to 49,15,14,10,8,20,6,7,12,8,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bus or coach passengers,Female,50 to 59,19,12,12,18,27,19,11,16,25,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bus or coach passengers,Female,60 to 69,30,34,30,33,16,36,15,14,30,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bus or coach passengers,Female,70 to 79,54,34,40,47,45,49,17,15,34,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bus or coach passengers,Female,80 and over,36,37,39,33,57,53,16,27,30,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bus or coach passengers,Female,All ages,193,168,172,182,205,197,91,113,164,200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bus or coach passengers,All,Under 16,26,13,29,26,24,12,12,17,29,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bus or coach passengers,All,16,1,1,0,1,3,3,0,0,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bus or coach passengers,All,17 to 20,10,10,6,3,3,12,4,9,2,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bus or coach passengers,All,21 to 24,6,4,4,6,6,2,4,5,2,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bus or coach passengers,All,25 to 29,4,8,5,6,21,2,3,4,5,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bus or coach passengers,All,30 to 39,18,13,10,17,13,16,11,7,14,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bus or coach passengers,All,40 to 49,19,16,17,18,30,13,12,16,17,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bus or coach passengers,All,50 to 59,26,20,20,28,46,33,15,29,35,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bus or coach passengers,All,60 to 69,39,58,46,43,26,48,20,19,42,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bus or coach passengers,All,70 to 79,65,55,57,64,68,66,24,26,52,59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bus or coach passengers,All,80 and over,56,52,56,48,70,66,26,39,51,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bus or coach passengers,All,All ages,279,257,263,268,323,282,137,176,262,313,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Light goods vehicle drivers,Male,Under 16,0,0,0,0,0,0,0,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Light goods vehicle drivers,Male,16,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Light goods vehicle drivers,Male,17 to 20,6,8,8,8,8,12,8,12,13,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Light goods vehicle drivers,Male,21 to 24,18,19,21,29,21,22,17,32,31,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Light goods vehicle drivers,Male,25 to 29,40,44,43,35,50,43,39,47,41,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Light goods vehicle drivers,Male,30 to 39,62,70,77,62,98,100,84,114,117,92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Light goods vehicle drivers,Male,40 to 49,68,68,76,65,71,81,59,88,96,88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Light goods vehicle drivers,Male,50 to 59,40,50,53,55,79,73,72,78,63,74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Light goods vehicle drivers,Male,60 to 69,27,26,31,34,26,27,43,32,38,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Light goods vehicle drivers,Male,70 to 79,6,10,2,9,5,12,6,11,11,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Light goods vehicle drivers,Male,80 and over,0,2,2,1,2,1,0,2,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Light goods vehicle drivers,Male,All ages,270,299,316,300,362,371,332,418,417,403,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Light goods vehicle drivers,Female,Under 16,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Light goods vehicle drivers,Female,16,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Light goods vehicle drivers,Female,17 to 20,0,2,0,0,0,1,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Light goods vehicle drivers,Female,21 to 24,1,1,0,0,0,0,1,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Light goods vehicle drivers,Female,25 to 29,2,2,2,1,1,2,4,3,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Light goods vehicle drivers,Female,30 to 39,2,2,7,2,4,5,6,3,9,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Light goods vehicle drivers,Female,40 to 49,6,3,3,4,3,3,3,3,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Light goods vehicle drivers,Female,50 to 59,9,2,2,2,2,5,5,6,5,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Light goods vehicle drivers,Female,60 to 69,2,0,0,0,3,2,0,0,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Light goods vehicle drivers,Female,70 to 79,1,1,1,1,2,0,1,3,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Light goods vehicle drivers,Female,80 and over,0,0,0,0,1,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Light goods vehicle drivers,Female,All ages,23,13,15,10,16,19,21,19,28,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Light goods vehicle drivers,All,Under 16,0,0,0,0,0,0,0,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Light goods vehicle drivers,All,16,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Light goods vehicle drivers,All,17 to 20,6,10,8,8,8,13,9,12,13,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Light goods vehicle drivers,All,21 to 24,19,20,21,29,21,22,18,32,33,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Light goods vehicle drivers,All,25 to 29,42,46,45,36,51,45,43,50,44,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Light goods vehicle drivers,All,30 to 39,64,72,84,64,102,105,90,118,126,98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Light goods vehicle drivers,All,40 to 49,74,71,79,69,74,84,62,91,100,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Light goods vehicle drivers,All,50 to 59,49,52,55,57,81,78,77,84,68,81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Light goods vehicle drivers,All,60 to 69,29,26,31,34,29,29,43,32,40,59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Light goods vehicle drivers,All,70 to 79,7,11,3,10,7,12,7,14,14,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Light goods vehicle drivers,All,80 and over,0,2,2,1,3,2,0,2,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Light goods vehicle drivers,All,All ages,293,312,331,310,378,390,353,438,445,425,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Light goods vehicle passengers,Male,Under 16,4,3,4,6,4,4,4,7,10,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Light goods vehicle passengers,Male,16,2,1,0,1,1,1,4,1,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Light goods vehicle passengers,Male,17 to 20,7,10,8,9,10,13,6,12,18,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Light goods vehicle passengers,Male,21 to 24,15,11,6,9,10,6,5,10,14,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Light goods vehicle passengers,Male,25 to 29,16,16,8,13,16,9,12,11,10,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Light goods vehicle passengers,Male,30 to 39,14,20,17,17,18,23,12,24,25,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Light goods vehicle passengers,Male,40 to 49,10,7,6,10,12,10,9,15,14,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Light goods vehicle passengers,Male,50 to 59,6,5,9,11,5,11,3,11,6,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Light goods vehicle passengers,Male,60 to 69,4,3,0,1,0,4,2,3,6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Light goods vehicle passengers,Male,70 to 79,3,1,0,1,0,0,2,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Light goods vehicle passengers,Male,80 and over,0,0,0,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Light goods vehicle passengers,Male,All ages,84,77,59,78,79,83,62,95,105,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Light goods vehicle passengers,Female,Under 16,3,1,1,2,0,0,4,4,2,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Light goods vehicle passengers,Female,16,1,1,2,1,0,0,0,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Light goods vehicle passengers,Female,17 to 20,2,4,2,2,4,1,2,2,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Light goods vehicle passengers,Female,21 to 24,3,6,7,5,1,3,1,6,5,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Light goods vehicle passengers,Female,25 to 29,3,5,4,2,5,2,2,4,6,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Light goods vehicle passengers,Female,30 to 39,3,4,3,4,7,6,3,5,4,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Light goods vehicle passengers,Female,40 to 49,2,4,5,6,7,4,6,2,2,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Light goods vehicle passengers,Female,50 to 59,2,2,3,4,9,5,3,3,6,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Light goods vehicle passengers,Female,60 to 69,0,1,1,5,3,2,1,3,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Light goods vehicle passengers,Female,70 to 79,1,0,2,3,2,0,0,3,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Light goods vehicle passengers,Female,80 and over,2,1,3,0,0,4,2,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Light goods vehicle passengers,Female,All ages,23,29,33,34,38,28,24,35,38,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Light goods vehicle passengers,All,Under 16,7,4,5,8,4,4,8,11,12,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Light goods vehicle passengers,All,16,3,2,2,2,1,1,4,2,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Light goods vehicle passengers,All,17 to 20,9,14,10,11,14,14,8,14,22,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Light goods vehicle passengers,All,21 to 24,18,17,13,14,11,9,6,16,19,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Light goods vehicle passengers,All,25 to 29,19,21,12,15,21,11,14,15,16,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Light goods vehicle passengers,All,30 to 39,17,24,20,21,25,29,15,29,29,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Light goods vehicle passengers,All,40 to 49,12,11,11,16,19,14,15,17,16,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Light goods vehicle passengers,All,50 to 59,8,7,12,15,14,16,6,14,12,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Light goods vehicle passengers,All,60 to 69,4,4,1,6,3,6,3,6,9,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Light goods vehicle passengers,All,70 to 79,4,1,2,4,2,0,2,4,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Light goods vehicle passengers,All,80 and over,2,1,3,0,1,4,2,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Light goods vehicle passengers,All,All ages,107,106,92,112,117,111,86,130,143,120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Heavy good vehicles drivers,Male,Under 16,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Heavy good vehicles drivers,Male,16,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Heavy good vehicles drivers,Male,17 to 20,1,0,3,0,4,0,1,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Heavy good vehicles drivers,Male,21 to 24,5,3,2,3,4,3,1,4,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Heavy good vehicles drivers,Male,25 to 29,5,12,10,15,8,9,8,9,7,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Heavy good vehicles drivers,Male,30 to 39,21,29,19,28,21,30,19,33,18,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Heavy good vehicles drivers,Male,40 to 49,47,49,42,45,27,33,33,19,26,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Heavy good vehicles drivers,Male,50 to 59,40,45,44,29,34,46,42,37,43,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Heavy good vehicles drivers,Male,60 to 69,23,22,21,25,25,19,15,25,26,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Heavy good vehicles drivers,Male,70 to 79,1,2,6,2,4,4,0,0,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Heavy good vehicles drivers,Male,80 and over,0,0,0,1,0,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Heavy good vehicles drivers,Male,All ages,143,162,147,148,129,146,119,128,126,119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Heavy good vehicles drivers,Female,Under 16,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Heavy good vehicles drivers,Female,16,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Heavy good vehicles drivers,Female,17 to 20,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Heavy good vehicles drivers,Female,21 to 24,0,0,0,0,0,0,0,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Heavy good vehicles drivers,Female,25 to 29,0,0,0,0,1,0,0,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Heavy good vehicles drivers,Female,30 to 39,2,1,0,0,0,2,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Heavy good vehicles drivers,Female,40 to 49,1,0,1,1,0,1,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Heavy good vehicles drivers,Female,50 to 59,1,0,1,0,3,1,1,1,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Heavy good vehicles drivers,Female,60 to 69,0,0,1,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Heavy good vehicles drivers,Female,70 to 79,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Heavy good vehicles drivers,Female,80 and over,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Heavy good vehicles drivers,Female,All ages,4,1,3,1,5,4,1,2,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Heavy good vehicles drivers,All,Under 16,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Heavy good vehicles drivers,All,16,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Heavy good vehicles drivers,All,17 to 20,1,0,3,0,4,0,1,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Heavy good vehicles drivers,All,21 to 24,5,3,2,3,4,3,1,5,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Heavy good vehicles drivers,All,25 to 29,5,12,10,15,9,9,8,9,9,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
